"kid","alias"
480,"mertk"
480,"mer"
480,"mgc133349"
480,"rp38"
480,"c mer"
480,"mer receptor tyrosine kinase"
480,"otthump00000161952"
480,"otthump00000203538"
480,"stk kinase"
480,"proto oncogene c mer"
480,"receptor tyrosine kinase mertk"
480,"tyrosine protein kinase mer"
481,"met proto oncogene (hepatocyte growth factor receptor)"
481,"met"
481,"auts9"
481,"hgfr"
481,"rccp2"
481,"c met"
481,"hgf receptor"
481,"hgf/sf receptor"
481,"otthump00000024917"
481,"otthump00000069168"
481,"sf receptor"
481,"hepatocyte growth factor receptor"
481,"met proto oncogene tyrosine kinase"
481,"oncogene met"
481,"proto oncogene c met"
481,"scatter factor receptor"
481,"tyrosine protein kinase met"
482,"macrophage stimulating 1 receptor (c met related tyrosine kinase)"
482,"mst1r"
482,"cd136"
482,"cdw136"
482,"ptk8"
482,"ron"
482,"msp receptor"
482,"otthump00000210451"
482,"otthump00000210452"
482,"otthump00000223157"
482,"ptk8 protein tyrosine kinase 8"
482,"c met related tyrosine kinase"
482,"macrophage stimulating protein receptor"
482,"p185 ron"
482,"soluble ron variant 1"
482,"soluble ron variant 2"
482,"soluble ron variant 3"
482,"soluble ron variant 4"
483,"muscle, skeletal, receptor tyrosine kinase"
483,"musk"
483,"rp11 104m22.1"
483,"mgc126323"
483,"mgc126324"
483,"otthump00000021899"
483,"otthump00000021900"
483,"muscle, skeletal receptor tyrosine protein kinase"
483,"muscle specific kinase receptor"
483,"muscle specific tyrosine protein kinase receptor"
484,"neurotrophic tyrosine kinase, receptor, type 1"
484,"ntrk1"
484,"dkfzp781i14186"
484,"mtc"
484,"trk"
484,"trk1"
484,"trka"
484,"trk a"
484,"p140 trka"
484,"otthump00000038736"
484,"otthump00000234666"
484,"otthump00000234667"
484,"otthump00000234668"
484,"otthump00000234669"
484,"oncogene trk"
484,"trk1 transforming tyrosine kinase protein"
484,"high affinity nerve growth factor receptor"
484,"tyrosine kinase receptor a"
485,"neurotrophic tyrosine kinase, receptor, type 2"
485,"ntrk2"
485,"rp11 263k15.1"
485,"gp145 trkb"
485,"trkb"
485,"bdnf tropomyosine receptor kinase b"
485,"bdnf/nt 3 growth factors receptor"
485,"otthump00000021573"
485,"otthump00000021574"
485,"otthump00000021575"
485,"otthump00000021576"
485,"otthump00000021577"
485,"trk b"
485,"trkb tyrosine kinase"
485,"tyrosine kinase receptor b"
486,"neurotrophic tyrosine kinase, receptor, type 3"
486,"ntrk3"
486,"trkc"
486,"gp145(trkc)"
486,"ets related protein neurotrophic receptor tyrosine kinase fusion protein"
486,"etv6 ntrk3 fusion"
486,"gp145 trkc"
486,"nt 3 growth factor receptor"
486,"otthump00000192915"
486,"otthump00000240515"
486,"neurotrophin 3 receptor"
486,"tyrosine kinase receptor c"
487,"platelet derived growth factor receptor, alpha polypeptide"
487,"pdgfra"
487,"cd140a"
487,"mgc74795"
487,"pdgfr2"
487,"rhepdgfra"
487,"cd140 antigen like family member a"
487,"cd140a antigen"
487,"otthump00000158882"
487,"otthump00000218656"
487,"pdgf r alpha"
487,"pdgfra/bcr fusion"
487,"alpha type platelet derived growth factor receptor"
487,"rearranged in hypereosinophilia platelet derived growth factor receptor alpha fusion protein"
488,"platelet derived growth factor receptor, beta polypeptide"
488,"pdgfrb"
488,"cd140b"
488,"jtk12"
488,"pdgfr"
488,"pdgfr1"
488,"cd140 antigen like family member b"
488,"otthump00000160528"
488,"pdgf r beta"
488,"beta type platelet derived growth factor receptor"
489,"ptk7 protein tyrosine kinase 7"
489,"ptk7"
489,"cck4"
489,"cck 4"
489,"otthump00000016421"
489,"otthump00000217005"
489,"otthump00000217013"
489,"otthump00000217014"
489,"otthump00000217015"
489,"otthump00000217016"
489,"colon carcinoma kinase 4"
489,"colon carcinoma kinase 4"
489,"inactive tyrosine protein kinase 7"
489,"protein tyrosine kinase 7"
489,"pseudo tyrosine kinase receptor 7"
489,"tyrosine protein kinase like 7"
490,"ret proto oncogene"
490,"ret"
490,"cdhf12"
490,"cdhr16"
490,"hscr1"
490,"men2a"
490,"men2b"
490,"mtc1"
490,"ptc"
490,"ret ele1"
490,"ret51"
490,"otthump00000019479"
490,"otthump00000216967"
490,"ret transforming sequence"
490,"cadherin family member 12"
490,"cadherin related family member 16"
490,"hydroxyaryl protein kinase"
490,"proto oncogene c ret"
490,"proto oncogene tyrosine protein kinase receptor ret"
490,"receptor tyrosine kinase"
490,"ret proto oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, hirschsprung disease)"
491,"receptor tyrosine kinase like orphan receptor 1"
491,"ror1"
491,"rp11 24j23.1"
491,"mgc99659"
491,"ntrkr1"
491,"dj537f10.1"
491,"otthump00000010573"
491,"otthump00000010574"
491,"neurotrophic tyrosine kinase receptor related 1"
491,"neurotrophic tyrosine kinase, receptor related 1"
491,"tyrosine protein kinase transmembrane receptor ror1"
492,"receptor tyrosine kinase like orphan receptor 2"
492,"ror2"
492,"rp11 8i8.2"
492,"bdb"
492,"bdb1"
492,"mgc163394"
492,"ntrkr2"
492,"otthump00000021634"
492,"neurotrophic tyrosine kinase receptor related 2"
492,"tyrosine protein kinase transmembrane receptor ror2"
493,"c ros oncogene 1 , receptor tyrosine kinase"
493,"ros1"
493,"rp1 179p9.1"
493,"mcf3"
493,"ros"
493,"c ros 1"
493,"otthump00000017814"
493,"otthump00000017815"
493,"proto oncogene c ros 1"
493,"proto oncogene tyrosine protein kinase ros"
493,"transmembrane tyrosine specific protein kinase"
493,"v ros ur2 sarcoma virus oncogene homolog 1"
493,"v ros avian ur2 sarcoma virus oncogene homolog 1"
494,"ryk receptor like tyrosine kinase"
494,"ryk"
494,"d3s3195"
494,"jtk5"
494,"jtk5a"
494,"ryk1"
494,"jtk5a protein tyrosine kinase"
494,"otthump00000216375"
494,"hydroxyaryl protein kinase"
494,"tyrosine protein kinase ryk"
495,"serine/threonine/tyrosine kinase 1"
495,"styk1"
495,"dkfzp761p1010"
495,"nok"
495,"surtk106"
495,"otthump00000238727"
495,"novel oncogene with kinase domain"
495,"protein pk unique"
495,"tyrosine protein kinase styk1"
496,"tek tyrosine kinase, endothelial"
496,"cd202b"
496,"tie 2"
496,"tie2"
496,"vmcm"
496,"vmcm1"
496,"otthump00000021167"
496,"otthump00000227067"
496,"otthump00000227068"
496,"otthump00000227069"
496,"angiopoietin 1 receptor"
496,"htie2"
496,"p140 tek"
496,"soluble tie2 variant 1"
496,"soluble tie2 variant 2"
496,"tunica interna endothelial cell kinase"
496,"tyrosine protein kinase receptor tek"
496,"tyrosine protein kinase receptor tie 2"
497,"tyrosine kinase with immunoglobulin like and egf like domains 1"
497,"tie1"
497,"rp11 282k6.6"
497,"jtk14"
497,"tie"
497,"otthump00000008352"
497,"receptor tyrosine kinase"
497,"soluble tie1 variant 1"
497,"soluble tie1 variant 2"
497,"soluble tie1 variant 3"
497,"soluble tie1 variant 4"
497,"soluble tie1 variant 5"
497,"tyrosine kinase with immunoglobulin and epidermal growth factor homology domains 1"
497,"tyrosine protein kinase receptor tie 1"
498,"tyro3 protein tyrosine kinase"
498,"tyro3"
498,"byk"
498,"dtk"
498,"flj16467"
498,"rse"
498,"sky"
498,"tif"
498,"otthump00000160861"
498,"tyrosine protein kinase dtk"
498,"tyrosine protein kinase rse"
498,"tyrosine protein kinase sky"
498,"tyrosine protein kinase byk"
498,"tyrosine protein kinase receptor tyro3"
